lon,lat,xcoord,ycoord
504271.1045,560334.3824,25.0556959998659,46.54289599975
486748.9866,550660.4505,24.8274789995429,46.4557350001827
486780.5092,550639.3772,24.8278900002184,46.4555459997329
492635.6145,550569.587,24.9041209999611,46.4550069997322
494777.4995,550191.4019,24.9320110000767,46.4516240002368
494374.6393,552053.1818,24.926743999464,46.4683730000747
500942.5358,552483.4231,25.0122750000742,46.4722670000299
531144.5691,496662.6843,25.4019280004579,45.9692609998074
532168.187,493750.0766,25.4149419995537,45.943004000319
571982.3129,480756.2458,25.9265209994622,45.8230640002208
496854.6627,547434.923,24.9590710005954,46.42683400029
499290.1313,549260.5545,24.9907599993916,46.4432679998292
498871.2993,549374.9764,24.9853080001796,46.4442970002041
498879.7357,549297.6243,24.9854179995966,46.4436009997702
499171.8489,548908.4915,24.9892209999102,46.4400999998311
499176.8442,548918.3819,24.9892860000593,46.4401889998511
499193.5156,548912.934,24.9895030004095,46.4401399996323
499312.6456,548617.8544,24.9910539996921,46.4374850004448
499340.3291,548123.0759,24.9914150004035,46.4330330000321
490237.4442,547335.9019,24.8729660004409,46.4258799998073
484463.3352,525624.2059,24.7985480002756,46.2304060001495
517065.065,466422.5542,25.2191580098679,45.6976238800687
516952.1478,466253.1782,25.2177019501069,45.6961024099767
575272.3207,464841.0875,25.9663832800755,45.6795042300942
593844.3511,483443.7713,26.2083954794373,45.8446133000195
517065.065,466422.5542,25.2191580098679,45.6976238800687
516952.1478,466253.1782,25.2177019501069,45.6961024099767
575272.3207,464841.0875,25.9663832800755,45.6795042300942
593844.3511,483443.7713,26.2083954794373,45.8446133000195
488462.1266,513514.6041,24.850691849441,46.1215170000899
486112.1063,512098.1108,24.8203224502399,46.1087267995772
485929.2976,512010.4195,24.8179599295901,46.1079339596233
485178.3869,511744.0977,24.8082533505626,46.1055215596908
472014.575,515989.3787,24.6377057598188,46.1433105395528
471895.4106,515490.154,24.636192659856,46.1388133897204
457196.056,506690.8606,24.4467111000613,46.0588711601209
457061.6473,504897.8135,24.4451353098954,46.0427281196963
456756.7988,504869.6714,24.4411986601779,46.0424556998645
461824.0602,508727.8183,24.5063679601155,46.0774744600407
464380.8378,511492.7588,24.5392203195297,46.1024925997736
464459.2211,510880.2649,24.5402800498826,46.0969851803265
464522.4491,508978.2178,24.5412396902506,46.0798729400699
464502.6407,509081.8105,24.5409758298142,46.080804090204
467249.7148,517896.0778,24.5758904802456,46.1602558899469
468408.4761,510681.1145,24.5913757103136,46.0953870004289
487060.3134,511931.7891,24.8325945597406,46.1072487397834
494997.3722,522861.2373,24.935163829945,46.2057023196037
495200.165,522890.687,24.9377918103548,46.20596878002
476314.6861,511230.3772,24.6936107105855,46.1006491601974
506015.2453,507418.3116,25.077764479409,46.0667293596991
506070.3184,507489.0535,25.0784773598607,46.0673654602108
505811.8219,507137.6933,25.0751312204908,46.0642059100743
498568.8669,522535.5925,24.9814528901343,46.2027888602378
478624.4019,521778.1303,24.7230134203017,46.1956393403513
488390.5682,520815.0948,24.8495871999898,46.1872096597715
488252.2704,523389.7744,24.847731530086,46.2103754801311
488330.7255,516772.8688,24.8489113595544,46.1508345502173
489372.4555,517914.183,24.8623736204176,46.1611217404054
480778.0438,520659.1882,24.7509656397953,46.18563470035
480701.6693,520747.8441,24.7499725497059,46.1864303102385
481215.5496,520688.4523,24.7566326398487,46.1859102202092
481111.6007,520976.1427,24.7552744403824,46.1884961196217
481095.8954,521172.3148,24.755063129411,46.1902609300199
472071.6592,514325.5041,24.6385426104642,46.1283405403943
472551.0658,510671.7933,24.6449581201567,46.0954819703867
484349.3538,525562.5392,24.7970721399549,46.2298484900615
484468.0837,525640.0533,24.7986090495507,46.2305487096065
484139.9626,525665.3266,24.7943537196769,46.2307685698433
484197.4583,525695.927,24.7950982004118,46.2310452602632
484410.0819,525697.5808,24.7978550900607,46.2310650401406
507309.337,515324.6876,25.0946158695594,46.1378635598339
506032.0487,514835.2313,25.0780757806247,46.1334716101719
495434.9745,522954.3519,24.9408344399613,46.2065432800674
496259.5565,523177.0881,24.9515197700042,46.2085525898641
495501.5458,522748.5847,24.941699200307,46.2046921300724
487529.1911,511888.3553,24.8386617197401,46.1068666098938
487390.976,511799.3469,24.8368759596029,46.10606312015
500457.671,524462.7681,25.0059331600728,46.220131849694
481721.8349,523090.5705,24.7630992006168,46.207539299726
479642.01,518005.2996,24.7363616004831,46.1617208000326
479879.823,517404.5793,24.739466759952,46.156322269612
479687.744,517780.0839,24.7369635005455,46.1596955599655
505557.0625,508403.5848,25.0718526402883,46.0755994300837
463246.6077,520656.0347,24.5238385305167,46.1848870396552
463711.9834,516980.7676,24.5301488403107,46.1518407102491
464364.4695,516292.1996,24.5386485894931,46.1456790895759
477858.4733,511775.5918,24.7135552797948,46.1056070597647
500335.527,513485.3453,25.0043419396402,46.1213510403299
494728.9992,524097.0532,24.9316718401494,46.2168207503666
494594.2622,522983.5755,24.9299379601196,46.2068001003823
486615.9995,520872.0167,24.8265942105691,46.1876893599109
486129.922,520953.9484,24.8202941203648,46.1884169103034
486136.2736,521004.9882,24.8203749200198,46.1888763202318
478424.2179,521142.7764,24.7204483897112,46.1899158499952
478848.4822,516569.7423,24.7261494197844,46.148778809735
504644.3315,523944.3606,25.0602031300114,46.2154513099719
483511.3628,518310.7303,24.7864592305813,46.1645736603148
484342.9637,518475.9504,24.7972235997379,46.1660799796119
484556.7403,518617.6448,24.7999876203517,46.1673598895888
483578.4561,517955.9565,24.7873404202362,46.1613828398735
475999.7229,513319.3059,24.6894309896384,46.1194355201268
475950.2375,513222.3935,24.6887955501044,46.1185617100901
476503.7889,513343.5334,24.695952440542,46.1196710503494
469913.5883,510041.1374,24.6108838402244,46.0896960300125
469038.756,514854.2834,24.5992561298391,46.1329680197352
469125.3697,514835.8702,24.600378379689,46.1328062497206
472149.9833,522706.929,24.6390640505698,46.2037633402417
472072.4349,522996.4534,24.6380419604311,46.2063654102293
471867.9894,522605.7134,24.6354154896593,46.2028409899488
490933.981,515768.1713,24.8826362905785,46.1418332295907
473125.8108,526849.3997,24.6514752098224,46.2410778097201
472220.1364,509764.7582,24.640730700317,46.0873066002684
472287.5488,509854.0897,24.6415973094168,46.088113190207
464316.6964,509847.7981,24.5385139801019,46.0876871395789
507215.9965,522648.9218,25.0935190996332,46.2037719697358
508166.8346,522892.5871,25.1058461198964,46.2059538598508
508845.1993,519814.6113,25.1145805603112,46.1782482401379
507591.0282,519919.9956,25.0983357593792,46.1792116500438
491360.7494,518853.3156,24.8881048106197,46.1696006298063
491440.6431,519041.0354,24.8891361996225,46.171290840224
491477.7037,519058.8956,24.8896158997294,46.1714520197207
491862.411,519410.8534,24.8945927294809,46.1746238200539
486522.7768,520902.3446,24.8253855406007,46.1879604295848
486049.7431,529229.7375,24.819011190223,46.2628842500804
461098.3273,522484.2443,24.4958570505028,46.2012185898167
461056.2323,505690.8027,24.4966882003384,46.0501026800625
466304.2513,498718.7622,24.5650043195282,45.9876424195682
466627.5369,498804.246,24.5691717095934,45.9884274697058
473141.7181,527059.0476,24.6516695900267,46.2429649098743
473136.1433,526947.702,24.6516036197565,46.2419627700538
472774.4436,526774.018,24.6469228301833,46.2403855499173
505302.9272,507530.6708,25.0685569604231,46.06774634024
505275.1301,507540.9295,25.068197709591,46.0678388703141
506317.8779,510091.0384,25.0817123502602,46.0907777098941
506358.5943,509967.839,25.0822373094516,46.0896686999832
506353.8039,509943.5605,25.0821750298537,46.0894502699177
506353.6863,509925.6389,25.0821732696056,46.0892890001597
506323.4698,510792.0049,25.081793990403,46.0970854302103
506973.3592,522684.1495,25.0903750497621,46.2040914902652
463028.812,519790.377,24.5210844799858,46.1770858296466
463274.3124,519800.6692,24.5242637394586,46.1771917004291
478086.0462,494379.7904,24.7172982997014,45.9490746002
468461.2234,500750.2663,24.5927150604784,46.0060258598996
474448.0832,516520.0329,24.6691804793533,46.1481810099704
474038.0585,516213.9251,24.663888729648,46.1454110398245
485990.6653,505405.4312,24.8189482394702,46.0484990602225
485871.8041,505254.1079,24.8174166100958,46.0471349004218
485898.3243,505146.1941,24.8177625300672,46.0461643600373
485922.2952,505091.566,24.8180739203343,46.0456732697505
485874.5104,505059.5309,24.8174573495071,46.0453840102844
485861.2918,505028.4035,24.8172874503615,46.0451036303085
505300.9334,505386.4546,25.068507330092,46.0484511101082
493940.1406,512960.9556,24.9215881596212,46.1166054599179
493333.5356,512444.2019,24.9137462203286,46.1119497299169
493802.9665,512881.9459,24.9198142204904,46.1158932499224
493364.2294,514316.8123,24.9141171994665,46.1288009601866
495256.1065,500357.7314,24.9387416402323,46.0032027501732
499868.6677,516969.0221,24.9982995102571,46.1526993597735
499782.9084,516837.9384,24.9971891593876,46.1515197702771
514770.0909,500641.9108,25.1907360097537,46.0056173003438
505042.8959,556439.8173,25.0657182105169,46.5078481000028
371339.6685,520215.3079,23.3335267100797,46.1697816096752
485142.0544,560567.2681,24.8062426298672,46.5448415996623
416202.0133,531139.9371,23.912558020005,46.2750564098041
471971.3018,574205.1046,24.6336675304541,46.6671299497481
469423.2691,569928.7918,24.6006473997176,46.6285435600773
469355.3689,569257.3349,24.5998048901993,46.6224990999458
469634.5138,570162.6694,24.6033910497525,46.6306573996426
522870.9159,499210.6284,25.2952778596823,45.9925151003909
526919.888,501137.0641,25.3476604298189,46.0097035201123
526942.9589,500260.3631,25.347908920263,46.0018134401208
527208.2767,500456.4668,25.3513460303549,46.0035676397332
529192.3883,501933.0155,25.3770570801653,46.016772990415
529584.5963,500756.3907,25.3820499505752,46.0061681102926
531730.2056,502348.2955,25.4098631604219,46.0203971200226
542608.2138,484964.2373,25.5488245304278,45.8633745397986
499533.3015,572237.6988,24.9939022202562,46.6500112502853
469487.3264,563689.6124,24.6018933606445,46.5724095798243
466882.34,562873.8637,24.5679642398871,46.5649471198447
509061.0646,574962.4176,25.1184429996722,46.6744660903441
572837.8758,481073.477,25.9375801304336,45.8258285498131
501042.5699,572269.627,25.0136220601421,46.6502978800889
429062.7524,598855.6354,24.0691111203725,46.8857413299206
421020.6597,629048.2165,23.9583655804758,47.1564349502825
420386.5638,628672.9353,23.9500697605857,47.1529836898388
294343.133,502671.5229,22.3445502301164,45.9931872597836
494943.9588,608031.7297,24.9335460399165,46.9720348602746
504375.3027,605250.4856,25.057480100046,46.9470176704351
501363.156,609988.9975,25.0179224504289,46.9896614197698
501749.7895,610141.8531,25.0230064006233,46.9910357000198
489746.3757,613780.7079,24.8651028003891,47.0236963600507
528217.8023,493127.0287,25.3639496598889,45.9375710598022
531736.3475,490490.9465,25.4091559403527,45.9136959200927
532822.4577,489880.0097,25.4231163194828,45.9081471999195
488887.4861,515487.6843,24.8561501201511,46.1392790104167
488547.7224,515669.701,24.8517475500265,46.1409112899186
521861.3134,533146.4419,25.2838064304694,46.2979196897851
493981.9129,491455.2243,24.9223998302896,45.9230800603077
503254.2052,500608.0071,25.0420235799467,46.005463630366
522212.8994,487471.929,25.2862381895481,45.8869019798244
525397.8744,517603.622,25.3288831705897,46.15793740004
517779.2217,503472.6347,25.2297001094602,46.0310188403998
517779.2217,501446.2321,25.2296246206181,46.0127837502211
521868.3557,497505.8507,25.2822563306179,45.9772068903501
523918.0087,499565.0385,25.3088140599086,45.9956686197527
522211.5533,489503.8288,25.2863148803498,45.9051869098609
520306.2022,483546.4593,25.2615025895502,45.8516357797998
515660.3384,503307.8602,25.2023197697077,46.0295878003723
388682.5742,577047.2582,23.5445974498905,46.6840814999841
395678.4277,594026.7422,23.6322044195336,46.8379371898813
524145.1976,501162.1014,25.3118280699424,46.0100322002505
322359.4203,608872.2969,22.6656911400974,46.9560055598773
322887.887,568112.4744,22.6882715999027,46.5896506199406
324554.6645,565263.4473,22.7110854704353,46.5644667798951
343082.3814,527738.9852,22.9652100002671,46.2315397703306
396833.6245,595799.7789,23.6469492806313,46.8540645600303
395972.9231,593600.2062,23.6361611296861,46.8341462099378
389414.9015,582386.0484,23.5528939694822,46.7322256200418
392027.4816,556698.2873,23.5930408294535,46.5015753102635
382180.5727,575302.8868,23.4600570096825,46.6672845301035
366930.8603,523281.3263,23.2755823600294,46.1965164204492
454727.3769,568248.1624,24.4088802799102,46.6125959295651
454947.0297,566556.8357,24.4119120106414,46.5973933100145
468389.1368,565021.8506,24.5874748503447,46.5843459001859
466646.1271,562640.5536,24.5648995101839,46.5628362799416
544836.078,569396.8276,25.5855308799382,46.6229599103037
543693.8837,567582.752,25.5704446405225,46.6067131598494
483563.3853,564983.6456,24.7855000303679,46.5845422004129
486092.3544,584642.9628,24.8179134205235,46.7614823799574
486002.8799,584111.3801,24.8167580899402,46.7566977599124
460658.5862,603407.3243,24.4833233602024,46.9292925303144
446877.5745,593602.8367,24.3034796595491,46.840134939565
357024.1071,535370.9264,23.1435997604827,46.3032553996356
357163.8213,535383.6276,23.1454091502363,46.303398999765
490818.3896,561249.5738,24.8802521495051,46.551081789908
433599.8466,491514.0235,24.1438359999037,45.9204262098742
428849.8064,490113.9011,24.0828031297756,45.9073522097522
417959.9755,473587.2788,23.9452582596156,45.757433100327
469608.0514,568852.8021,24.6031311195989,46.6188707795976
543727.5286,567492.0325,25.5708753401906,46.6058947502509
379464.8573,558766.29,23.42885700027,46.5180560796258
393088.4023,556778.1689,23.6068435899858,46.5024623999962
377275.8302,551637.9636,23.4022042598429,46.4535413401406
377172.9078,551720.6693,23.4008430197725,46.4542666498708
380252.8623,545906.1008,23.4424153902061,46.4025131504321
388045.4604,545326.5617,23.5438851997457,46.398630620042
390337.8531,544265.2056,23.5739407193817,46.3894571197214
390056.5982,544569.8985,23.5702128696668,46.3921526195509
390978.9209,542878.8727,23.5825968605802,46.3770889202784
395741.3891,537595.8837,23.645670680205,46.3303099099052
392027.8839,536667.5683,23.5976568904722,46.3213787600497
389621.3744,545247.9767,23.5643949594861,46.3981819198637
389599.6969,545292.1185,23.5641027103132,46.3985754898869
389458.9333,545244.1472,23.5622836902047,46.3981210201182
370184.3876,523854.8535,23.3175712804533,46.2023026502974
373573.0837,524574.6842,23.3612815001866,46.209414709963
486730.5028,571662.1446,24.8266404704602,46.6447022102103
486682.5302,570546.7665,24.8260457302663,46.6346656298875
486643.2159,570371.0103,24.8255372598996,46.6330834800995
465594.916,518952.7756,24.5543850498253,46.1696830301696
483713.9105,564033.6461,24.7874976299648,46.5759980903288
483749.7481,564099.8085,24.7879629301471,46.5765942602947
483806.2619,564119.106,24.7886996598383,46.5767692504001
484003.37,564142.5377,24.7912707606185,46.5769847797123
484436.6393,563322.7255,24.7969515701387,46.5696185100745
486503.2255,570445.6794,24.8237065799251,46.6337525295623
484317.6874,560962.0288,24.7954791204192,46.5483749197032
484143.8401,560190.8575,24.7932381304478,46.5414320703501
392904.6339,556844.4991,23.6044343195656,46.5030300296983
392897.5297,556853.824,23.6043396298908,46.5031127903214
373866.2615,521201.6588,23.3659785198053,46.1791262104428
373574.0798,521514.9799,23.3621111395762,46.181890690179
372077.5224,517092.7371,23.3439222303341,46.1418305402772
368149.6165,521249.2628,23.2919354599282,46.1784737400597
366596.1177,524555.948,23.2708870596046,46.2079167300641
366004.8927,525293.9079,23.2630179796779,46.2144389899502
398197.4531,563879.9814,23.6718536394245,46.5671381197255
388653.9232,576874.8476,23.5442643901208,46.6825258899644
388968.7397,577888.4063,23.5481362503929,46.691695070376
517345.4558,485410.6088,25.2234417294497,45.8684922498344
560221.0663,469301.3942,25.7737194699524,45.721115939618
510309.3806,500939.2697,25.1331384702028,46.0083747897325
563639.0945,546279.1982,25.8279159999979,46.4134555498343
564837.644,534309.4754,25.8418563802722,46.305645120344
471460.6361,513777.6244,24.6306676096183,46.1233851996855
476735.9324,494923.0428,24.6998549104478,45.9539188001499
501208.8022,574454.135,25.0157997193552,46.6699527097909
519982.2586,555801.6687,25.2603772103718,46.501829800227
519543.4384,555975.2533,25.2546665105028,46.5034045002909
519793.7929,556227.9683,25.2579395097615,46.5056710997582
519819.7766,556296.3363,25.258281010365,46.5062855001839
519785.0392,556897.6155,25.2578538094499,46.5116967004095
519780.0213,556881.0173,25.2577877097602,46.5115475001873
519804.3077,556225.1129,25.2580764093576,46.5056450996777
567490.8909,529474.6548,25.8756112299372,46.2618854900328
496737.207,494090.0825,24.95790998979,45.9468096001857
